order_id,user_id,restaurant_id,order_date,order_status,subtotal,delivery_fee,discount,total_amount,payment_method
37,2059,1,2026-06-24 19:07:13,Completed,2910.22,0,50,2860.22,Card
38,487,242,2026-06-08 23:55:49,Completed,138.18,60,0,198.18,Card
39,1351,74,2026-05-31 13:20:51,Payment Failed,1382.88,0,30,1352.88,Card
40,2793,146,2026-04-22 13:12:20,Completed,1708.04,0,75,1633.04,Wallet
41,460,44,2026-06-29 12:22:56,Completed,519.97,30,20,529.97,Card
42,8198,290,2026-06-27 11:18:30,Payment Failed,1107.72,0,20,1087.72,Cash
43,2777,268,2026-04-14 08:39:39,Completed,3472.61,0,0,3472.61,Wallet
44,1667,272,2026-06-28 19:31:36,Completed,3457.32,0,0,3457.32,Wallet
45,6989,157,2026-06-04 23:21:05,Payment Failed,1147.05,0,0,1147.05,Wallet
46,9535,92,2026-05-28 15:03:59,Payment Failed,1042.14,0,0,1042.14,Cash
47,9968,278,2026-06-27 12:08:55,Payment Failed,689.31,0,0,689.31,Card
48,1928,297,2026-02-17 12:30:10,Completed,2299.69,0,0,2299.69,Wallet
49,8944,61,2026-04-19 15:50:27,Completed,2120.0,0,0,2120.0,Card
50,9233,6,2026-05-18 17:57:05,Completed,2505.08,0,0,2505.08,UPI
51,9976,261,2026-01-12 21:13:29,Cancelled,899.08,0,0,899.08,UPI
52,4682,283,2026-05-07 16:16:01,Completed,2364.37,0,0,2364.37,UPI
53,5324,234,2026-04-23 16:04:40,Completed,1750.22,0,0,1750.22,UPI
54,2192,61,2026-05-17 18:57:04,Completed,1399.4,0,0,1399.4,UPI
55,5737,242,2026-04-01 19:02:30,Completed,3031.49,0,0,3031.49,UPI
56,7169,77,2026-06-27 09:56:02,Completed,2090.02,0,120,1970.02,UPI
57,2942,185,2026-06-30 17:03:33,Completed,2634.26,0,0,2634.26,Cash
58,8829,230,2026-01-22 20:45:26,Completed,1233.42,0,50,1183.42,Cash
59,4684,290,2026-06-13 22:12:50,Completed,597.48,40,0,637.48,Cash
60,383,181,2026-01-30 23:49:40,Cancelled,2789.04,0,75,2714.04,Card
61,7642,163,2026-03-31 09:04:46,Cancelled,1470.48,0,0,1470.48,Wallet
62,6273,77,2026-06-21 19:56:48,Completed,1657.32,0,100,1557.32,Wallet
63,6522,108,2026-06-17 20:46:48,Cancelled,4663.57,0,0,4663.57,Card
64,7944,154,2026-05-16 13:32:33,Completed,2223.88,0,30,2193.88,Wallet
65,9470,75,2026-05-20 12:47:00,Payment Failed,2036.05,0,0,2036.05,UPI
66,573,257,2026-04-03 07:09:54,Completed,520.72,30,0,550.72,Cash
67,6707,37,2026-06-22 07:32:45,Completed,2251.41,0,0,2251.41,UPI
68,6415,70,2026-06-19 22:49:26,Completed,1252.48,0,0,1252.48,Card
69,2181,253,2026-04-06 18:12:23,Completed,1312.3,0,0,1312.3,Cash
70,1905,171,2026-03-29 16:08:38,Cancelled,1051.74,0,30,1021.74,UPI
71,1894,198,2026-06-30 16:19:25,Completed,633.5,0,0,633.5,Cash
72,8972,85,2026-06-15 11:13:14,Completed,1570.36,0,50,1520.36,Cash
73,4698,29,2026-02-20 14:28:22,Completed,831.81,0,0,831.81,Cash
74,8655,257,2026-05-31 12:58:12,Completed,732.45,0,0,732.45,UPI
75,2611,235,2026-05-01 20:13:56,Completed,3165.78,0,0,3165.78,Wallet
76,9701,262,2026-06-04 11:20:12,Payment Failed,449.28,60,0,509.28,Wallet
77,9327,221,2026-03-08 17:50:39,Payment Failed,4126.28,0,50,4076.28,UPI
78,2242,16,2026-06-27 13:32:34,Cancelled,189.08,30,0,219.08,UPI
79,4720,58,2026-04-15 11:58:06,Cancelled,359.08,60,0,419.08,Card
80,1325,21,2026-03-10 23:18:35,Completed,2379.15,0,0,2379.15,Cash
81,2330,81,2026-05-19 08:47:41,Completed,655.63,0,0,655.63,Cash
82,8158,98,2026-06-19 11:39:13,Completed,1889.28,0,0,1889.28,Cash
83,2322,108,2026-05-27 23:49:49,Completed,1308.16,0,0,1308.16,UPI
84,4984,204,2026-06-14 07:02:19,Completed,900.36,0,0,900.36,Card
85,8949,76,2026-05-22 16:13:35,Completed,1366.63,0,0,1366.63,Card
86,4983,235,2026-05-23 21:15:57,Cancelled,1835.3,0,120,1715.3,Wallet
87,490,110,2026-06-04 08:50:38,Payment Failed,1012.82,0,0,1012.82,UPI
88,715,52,2026-05-29 07:17:48,Completed,1416.66,0,50,1366.66,Card
89,4165,20,2026-06-15 20:44:01,Completed,3667.79,0,0,3667.79,Wallet
90,8543,299,2026-05-21 11:10:22,Completed,1723.06,0,0,1723.06,Cash
91,4805,138,2026-04-14 12:31:31,Completed,98.7,40,30,108.7,Cash
92,5115,274,2026-04-15 11:54:11,Completed,2347.93,0,0,2347.93,Wallet
93,2863,90,2026-05-12 10:17:38,Completed,204.47,20,0,224.47,Card
94,5213,210,2026-05-10 21:39:14,Completed,833.45,0,0,833.45,Card
95,6145,64,2026-04-14 09:58:31,Completed,1408.04,0,0,1408.04,Cash
96,7667,292,2026-06-04 13:03:55,Cancelled,2495.74,0,0,2495.74,Cash
97,9614,35,2026-04-21 22:14:40,Completed,1651.58,0,0,1651.58,Wallet
98,2079,258,2026-05-20 13:26:34,Completed,442.5,40,30,452.5,UPI
99,1625,159,2026-06-08 18:23:51,Completed,3000.18,0,0,3000.18,Cash
100,1711,39,2026-04-27 23:38:01,Completed,749.38,0,0,749.38,Cash
101,129,42,2026-03-23 20:32:13,Completed,2163.57,0,30,2133.57,UPI
102,6133,286,2026-02-16 10:25:39,Cancelled,480.6,40,0,520.6,Cash
103,9040,63,2026-06-10 16:45:28,Completed,2266.03,0,120,2146.03,Card
104,2065,149,2026-06-15 18:39:53,Completed,4435.56,0,0,4435.56,UPI
105,5319,188,2026-06-16 15:51:13,Payment Failed,2646.88,0,0,2646.88,Cash
106,3433,29,2026-03-31 23:44:24,Cancelled,3898.97,0,0,3898.97,UPI
107,5235,135,2026-06-05 18:39:12,Completed,477.37,40,0,517.37,Cash
108,59,257,2026-06-10 22:12:16,Cancelled,2004.42,0,0,2004.42,Cash
109,6747,114,2026-06-01 10:41:35,Cancelled,1473.98,0,0,1473.98,UPI
110,3105,36,2026-05-06 17:57:59,Payment Failed,1776.15,0,0,1776.15,Cash
111,8716,119,2026-06-27 18:42:33,Completed,2119.12,0,0,2119.12,Cash
112,95,59,2026-06-21 08:27:48,Completed,808.04,0,100,708.04,Wallet
113,4441,155,2026-02-01 08:25:28,Completed,747.37,0,0,747.37,Wallet
114,4838,90,2026-06-15 22:06:01,Completed,3441.27,0,20,3421.27,Cash
115,3905,149,2026-05-17 15:36:54,Completed,5037.6,0,20,5017.6,Wallet
116,3624,154,2026-05-25 12:11:28,Payment Failed,703.0,0,0,703.0,UPI
117,3600,212,2026-04-06 17:33:56,Completed,1104.03,0,0,1104.03,Card
118,740,17,2026-06-24 16:00:40,Completed,1149.07,0,0,1149.07,Cash
119,3454,249,2026-06-26 18:58:49,Cancelled,700.12,0,120,580.12,Card
120,8898,87,2026-05-15 19:26:36,Completed,3696.48,0,0,3696.48,UPI
121,9925,259,2026-05-26 17:54:44,Completed,1226.92,0,0,1226.92,Card
122,9773,169,2026-06-15 22:12:31,Cancelled,2326.05,0,0,2326.05,Cash
123,1783,181,2026-06-01 19:14:15,Cancelled,673.24,0,30,643.24,UPI
124,6212,225,2026-06-21 16:38:50,Completed,1902.33,0,0,1902.33,UPI
125,1158,118,2026-06-06 20:23:41,Completed,606.12,0,0,606.12,Wallet
126,9784,10,2026-06-23 18:51:14,Completed,1631.0,0,75,1556.0,Card
127,4948,296,2026-06-26 17:27:54,Completed,2075.62,0,0,2075.62,Wallet
128,7979,179,2026-02-25 17:36:27,Completed,5109.27,0,100,5009.27,Wallet
129,1600,135,2026-06-09 22:51:37,Cancelled,2435.6,0,30,2405.6,Card
130,7757,93,2026-06-22 17:40:41,Completed,1563.5,0,0,1563.5,Cash
131,7335,118,2026-06-18 15:49:52,Completed,1366.93,0,20,1346.93,Cash
132,4150,115,2026-05-08 11:25:48,Completed,1391.56,0,0,1391.56,Cash
133,4394,12,2026-04-12 15:04:36,Completed,966.54,0,0,966.54,Cash
134,1310,139,2026-05-09 11:57:28,Completed,2170.86,0,0,2170.86,Card
135,7540,8,2026-03-16 08:47:15,Completed,2539.16,0,50,2489.16,Card
136,4182,179,2026-01-31 10:56:55,Payment Failed,2890.53,0,0,2890.53,Cash
137,2928,179,2026-06-27 14:06:41,Completed,1953.98,0,0,1953.98,Card
138,9473,161,2026-06-04 07:13:20,Completed,885.0,0,50,835.0,Card
139,3641,165,2026-06-27 23:17:51,Completed,3669.69,0,0,3669.69,UPI
140,2880,38,2026-06-24 14:18:36,Completed,1480.41,0,120,1360.41,Card
141,3700,154,2026-05-19 19:17:45,Payment Failed,1593.49,0,0,1593.49,UPI
142,5249,214,2026-02-24 20:10:53,Completed,1164.78,0,0,1164.78,UPI
143,864,258,2026-05-29 15:26:07,Completed,2124.96,0,0,2124.96,UPI
144,2006,196,2026-04-24 23:21:35,Payment Failed,874.53,0,50,824.53,Cash
145,5507,95,2026-06-25 13:02:14,Completed,3805.29,0,0,3805.29,UPI
146,6081,200,2026-06-30 16:08:55,Payment Failed,4727.07,0,0,4727.07,Cash
147,1304,208,2026-03-21 20:20:34,Payment Failed,524.62,20,30,514.62,Wallet
148,4956,144,2026-05-29 17:27:24,Completed,1893.85,0,0,1893.85,UPI
149,3422,275,2026-04-04 11:56:11,Completed,124.29,20,30,114.29,Card
150,503,135,2026-06-17 21:36:45,Cancelled,731.52,0,0,731.52,Cash
151,9321,94,2026-05-09 22:45:47,Completed,415.29,30,0,445.29,Card
152,2536,12,2026-05-29 14:13:28,Completed,1454.23,0,0,1454.23,UPI
153,7742,131,2026-06-22 09:59:05,Payment Failed,2711.87,0,0,2711.87,Card
154,8947,66,2026-06-07 20:35:14,Completed,2252.34,0,0,2252.34,Cash
155,3256,178,2026-02-04 16:46:03,Completed,1413.24,0,0,1413.24,Wallet
156,8781,44,2026-06-12 10:41:04,Completed,2177.98,0,0,2177.98,UPI
157,8036,231,2026-06-17 23:37:13,Completed,1228.56,0,0,1228.56,UPI
158,118,215,2026-04-12 14:09:46,Cancelled,1781.59,0,0,1781.59,UPI
159,5063,124,2026-05-16 07:32:34,Completed,1787.4,0,100,1687.4,Wallet
160,1510,220,2026-06-02 17:35:16,Completed,680.4,0,0,680.4,Card
161,1337,22,2026-06-15 09:23:28,Payment Failed,2465.42,0,0,2465.42,Card
162,3930,137,2026-05-23 07:42:47,Payment Failed,4043.74,0,50,3993.74,Cash
163,2584,190,2026-06-30 16:18:57,Completed,1796.37,0,120,1676.37,Cash
164,8737,197,2026-06-12 12:36:26,Completed,1771.89,0,0,1771.89,UPI
165,952,39,2026-06-03 09:03:46,Completed,2009.42,0,0,2009.42,Cash
166,5645,43,2026-03-15 22:26:35,Completed,3237.31,0,50,3187.31,Wallet
167,9976,184,2026-01-09 18:17:26,Completed,1783.86,0,0,1783.86,UPI
168,7778,1,2026-04-07 11:51:03,Cancelled,880.77,0,0,880.77,Wallet
169,2079,174,2026-04-11 12:10:55,Completed,2391.48,0,0,2391.48,UPI
170,2868,31,2026-01-26 13:30:47,Completed,338.02,40,0,378.02,Card
171,5418,8,2026-05-13 12:29:19,Completed,2963.84,0,0,2963.84,Cash
172,586,113,2026-04-16 19:06:19,Completed,1781.02,0,0,1781.02,Wallet
173,5669,298,2026-05-24 21:46:18,Completed,959.22,0,0,959.22,UPI
174,5553,252,2026-06-20 09:32:07,Completed,1372.47,0,0,1372.47,Wallet
175,8772,299,2026-05-16 15:39:04,Payment Failed,1696.68,0,75,1621.68,Card
176,8690,171,2026-06-15 18:21:25,Cancelled,653.73,0,0,653.73,UPI
177,6132,85,2026-06-01 16:48:31,Payment Failed,1062.93,0,0,1062.93,Wallet
178,6492,146,2026-04-23 13:43:23,Payment Failed,940.37,0,100,840.37,UPI
179,7429,264,2026-06-29 14:17:01,Completed,1283.87,0,50,1233.87,Card
180,1799,202,2026-06-24 14:19:53,Completed,2293.34,0,0,2293.34,Card
181,7606,147,2026-03-23 10:31:20,Completed,3068.6,0,0,3068.6,UPI
182,540,57,2026-06-26 13:31:53,Cancelled,1449.16,0,120,1329.16,Wallet
183,210,297,2026-05-27 22:23:41,Completed,1608.59,0,0,1608.59,UPI
184,2623,192,2026-06-09 12:07:40,Completed,1471.4,0,0,1471.4,Wallet
185,4677,224,2026-06-27 12:31:41,Completed,2291.58,0,0,2291.58,UPI
186,6011,293,2026-06-23 07:50:16,Cancelled,1057.72,0,100,957.72,UPI
187,5926,257,2026-05-07 23:53:09,Completed,2176.03,0,0,2176.03,Card
188,1826,119,2026-06-19 07:09:38,Completed,1883.9,0,50,1833.9,Wallet
189,205,220,2026-05-31 18:36:29,Completed,739.38,0,0,739.38,Wallet
190,4718,102,2026-04-18 17:13:19,Payment Failed,2243.4,0,0,2243.4,UPI
191,6458,40,2026-06-22 21:41:05,Completed,1286.27,0,0,1286.27,Cash
192,2000,135,2026-05-30 14:22:21,Completed,3610.95,0,0,3610.95,UPI
193,3429,74,2026-06-02 23:14:48,Completed,2343.77,0,75,2268.77,Cash
194,4793,8,2026-05-02 19:22:21,Completed,1515.11,0,0,1515.11,Card
195,1978,10,2026-06-05 10:32:22,Completed,2631.15,0,0,2631.15,Card
196,7762,101,2026-06-13 15:57:37,Completed,2099.07,0,0,2099.07,Card
197,4853,15,2026-05-28 11:56:04,Completed,3268.07,0,0,3268.07,UPI
198,2766,141,2026-06-10 18:48:52,Cancelled,1417.34,0,0,1417.34,Cash
199,7446,299,2026-04-26 08:47:28,Payment Failed,2761.61,0,0,2761.61,Card
200,8724,285,2026-06-14 10:40:16,Completed,1012.4,0,0,1012.4,Cash
201,4509,164,2026-05-29 18:54:56,Completed,1564.3,0,0,1564.3,Cash
202,3778,189,2026-03-20 13:23:48,Payment Failed,1964.64,0,0,1964.64,Cash
203,984,293,2026-02-28 17:33:13,Cancelled,462.51,20,120,362.51,Wallet
204,5240,222,2026-06-29 22:16:43,Completed,861.7,0,20,841.7,Card
205,4881,15,2026-06-12 23:37:29,Cancelled,3392.4,0,120,3272.4,Card
206,5962,100,2026-06-03 17:55:24,Completed,1053.38,0,30,1023.38,Card
207,6778,205,2026-04-03 23:34:38,Cancelled,2079.94,0,0,2079.94,Cash
208,3585,84,2026-03-02 10:44:47,Completed,1911.67,0,0,1911.67,Cash
209,2922,11,2026-06-28 15:21:14,Payment Failed,3195.28,0,0,3195.28,Cash
210,6534,70,2026-06-02 14:36:26,Completed,191.71,20,30,181.71,Card
211,3405,92,2026-06-22 09:30:32,Completed,1035.38,0,20,1015.38,Cash
212,9079,46,2026-06-25 19:09:24,Completed,1126.25,0,0,1126.25,UPI
213,5788,281,2026-05-22 13:19:19,Cancelled,977.86,0,0,977.86,Cash
214,4277,205,2026-06-06 14:54:41,Completed,4382.51,0,0,4382.51,Card
215,9331,180,2026-06-23 19:14:41,Cancelled,1056.54,0,0,1056.54,Cash
216,3774,166,2026-06-08 22:15:25,Completed,1309.79,0,0,1309.79,Card
217,8362,102,2026-05-04 10:04:29,Completed,1446.59,0,0,1446.59,Cash
218,9515,296,2026-06-29 10:58:33,Completed,1293.7,0,75,1218.7,UPI
219,2149,251,2026-01-07 11:10:57,Payment Failed,1222.01,0,50,1172.01,Cash
220,5889,248,2026-06-02 19:26:11,Cancelled,624.96,0,0,624.96,Card
221,3230,257,2026-06-25 13:43:46,Completed,403.29,50,30,423.29,Wallet
222,9438,252,2026-05-24 21:28:56,Completed,1674.72,0,0,1674.72,Cash
223,424,142,2026-04-29 21:09:03,Cancelled,2203.34,0,0,2203.34,Cash
224,7526,271,2026-05-16 22:07:32,Completed,2901.55,0,0,2901.55,UPI
225,471,38,2026-05-22 22:30:25,Completed,2225.04,0,0,2225.04,Cash
226,5046,58,2026-03-09 23:10:08,Completed,2312.42,0,30,2282.42,Wallet
227,6577,80,2026-06-02 10:09:47,Payment Failed,1124.74,0,0,1124.74,UPI
228,9454,119,2026-03-05 09:56:12,Completed,1425.31,0,0,1425.31,UPI
229,7286,174,2026-05-21 20:45:39,Completed,1285.5,0,0,1285.5,Cash
230,2417,226,2026-06-06 18:43:31,Completed,1665.88,0,20,1645.88,Card
231,8360,228,2026-05-24 23:36:39,Completed,457.62,60,0,517.62,UPI
232,9044,257,2026-05-14 14:50:53,Completed,1319.7,0,20,1299.7,UPI
233,3663,300,2026-06-06 15:27:34,Payment Failed,1640.7,0,0,1640.7,Cash
234,8434,141,2026-06-12 07:12:38,Completed,1637.87,0,0,1637.87,Cash
235,5454,34,2026-06-18 23:44:53,Completed,2399.62,0,0,2399.62,UPI
236,3767,253,2026-06-25 21:46:48,Cancelled,1078.65,0,0,1078.65,Wallet
237,3174,74,2026-06-09 16:40:19,Completed,429.52,30,0,459.52,UPI
238,550,247,2026-06-29 18:34:24,Completed,3231.97,0,75,3156.97,UPI
239,1043,128,2026-04-25 16:25:29,Completed,1964.52,0,30,1934.52,UPI
240,7478,89,2026-05-01 12:17:14,Completed,2048.76,0,50,1998.76,Cash
241,4488,24,2026-04-27 17:40:45,Completed,1134.66,0,0,1134.66,Wallet
242,2029,198,2026-05-10 22:13:17,Completed,887.32,0,0,887.32,UPI
243,1685,147,2026-03-12 11:08:39,Completed,446.47,20,0,466.47,Cash
244,501,119,2026-06-05 08:13:41,Payment Failed,1677.54,0,0,1677.54,UPI
245,6721,63,2026-06-29 21:12:49,Completed,624.45,0,0,624.45,Card
246,8798,149,2026-05-22 19:31:39,Cancelled,1690.02,0,0,1690.02,Cash
247,8407,191,2026-06-21 16:34:59,Completed,1818.67,0,50,1768.67,Cash
248,9932,159,2026-06-18 12:56:07,Completed,1059.83,0,0,1059.83,Cash
249,7733,251,2026-06-19 17:39:28,Completed,614.87,0,50,564.87,UPI
250,141,124,2026-06-26 13:35:40,Completed,2948.45,0,0,2948.45,Wallet
251,706,231,2026-06-09 17:16:34,Completed,1322.63,0,0,1322.63,Cash
252,8439,236,2026-06-29 16:39:40,Payment Failed,1694.42,0,120,1574.42,UPI
253,9357,285,2026-04-10 16:03:22,Completed,1555.36,0,0,1555.36,Card
254,837,244,2026-06-30 23:56:05,Completed,577.37,30,0,607.37,Cash
255,7354,27,2026-05-25 11:36:31,Completed,1817.56,0,0,1817.56,Cash
256,9633,282,2026-03-06 14:09:23,Completed,2935.23,0,0,2935.23,UPI
257,4978,36,2026-05-14 12:31:17,Completed,615.88,0,0,615.88,Wallet
258,4933,289,2026-06-21 16:41:58,Completed,1042.72,0,50,992.72,UPI
259,6372,241,2026-02-10 07:31:06,Completed,1791.61,0,0,1791.61,Wallet
260,1562,140,2026-06-05 19:00:28,Completed,1009.34,0,0,1009.34,Wallet
261,149,130,2026-04-20 07:06:10,Completed,2633.59,0,0,2633.59,Wallet
262,5524,164,2026-05-29 09:10:38,Completed,2047.12,0,120,1927.12,Wallet
263,6282,130,2026-05-28 23:49:42,Completed,889.62,0,0,889.62,UPI
264,6660,226,2026-06-16 18:12:05,Payment Failed,2501.0,0,50,2451.0,Cash
265,932,284,2026-04-28 22:44:52,Completed,1374.86,0,50,1324.86,Cash
266,4591,76,2026-04-25 07:32:51,Completed,1017.9,0,0,1017.9,Cash
267,5000,296,2026-06-03 22:13:09,Completed,1095.06,0,20,1075.06,Card
268,5010,4,2026-04-27 09:33:25,Completed,1381.9,0,0,1381.9,Wallet
269,6078,12,2026-06-06 20:39:22,Completed,2739.24,0,30,2709.24,Card
270,8558,30,2026-04-19 17:35:59,Completed,1129.93,0,0,1129.93,Cash
271,7141,28,2026-06-28 16:03:19,Completed,847.2,0,0,847.2,Card
272,6921,35,2026-06-27 19:03:16,Completed,1428.35,0,0,1428.35,Cash
273,6341,3,2026-06-29 18:49:45,Completed,1952.86,0,0,1952.86,Card
274,8077,213,2026-06-16 12:19:49,Cancelled,2445.88,0,0,2445.88,Cash
275,1737,58,2026-06-25 11:27:06,Completed,1673.8,0,0,1673.8,UPI
276,9550,134,2026-05-31 20:45:35,Completed,2327.42,0,0,2327.42,Cash
277,3075,70,2026-05-15 23:59:25,Completed,1078.75,0,0,1078.75,UPI
278,6344,155,2026-05-03 13:40:54,Completed,2083.48,0,0,2083.48,Wallet
279,2110,229,2026-04-04 22:32:26,Payment Failed,914.75,0,0,914.75,Card
280,271,69,2026-06-17 14:12:24,Completed,2341.44,0,0,2341.44,Wallet
281,6343,59,2026-03-13 17:18:55,Completed,1844.33,0,0,1844.33,Cash
282,3590,250,2026-06-26 18:08:18,Cancelled,384.92,40,0,424.92,UPI
283,6540,290,2026-04-21 20:00:23,Completed,367.77,30,0,397.77,Card
284,9490,283,2026-06-30 23:05:21,Payment Failed,2217.89,0,20,2197.89,Cash
285,8895,174,2026-06-20 08:10:52,Completed,3373.2,0,0,3373.2,Wallet
286,7119,296,2026-05-27 10:52:45,Completed,1298.04,0,0,1298.04,Card
287,6291,38,2026-06-23 09:20:15,Completed,2520.42,0,0,2520.42,Card
288,4633,210,2026-04-22 14:03:14,Completed,1834.08,0,0,1834.08,Cash
289,7115,33,2026-06-17 17:59:22,Completed,2514.55,0,120,2394.55,Cash
290,7010,183,2026-04-13 09:30:59,Completed,1899.01,0,30,1869.01,UPI
291,2449,209,2026-06-20 22:46:45,Completed,4264.63,0,0,4264.63,Wallet
292,6477,163,2026-05-09 10:30:18,Cancelled,1985.52,0,0,1985.52,Wallet
293,3709,250,2026-06-13 19:56:33,Completed,2280.83,0,0,2280.83,Cash
294,3228,252,2026-06-26 09:21:40,Completed,1385.26,0,30,1355.26,UPI
295,3082,289,2026-01-22 11:50:40,Completed,568.73,60,0,628.73,Wallet
296,9867,223,2026-03-20 21:25:33,Completed,1358.87,0,0,1358.87,UPI
297,7903,158,2026-04-11 15:02:37,Completed,1887.88,0,0,1887.88,Wallet
298,4577,23,2026-05-27 08:09:07,Completed,501.69,50,0,551.69,Cash
299,7872,76,2026-05-31 23:44:53,Cancelled,1286.92,0,0,1286.92,Card
300,1068,257,2026-06-02 23:11:19,Completed,1736.34,0,0,1736.34,Cash
301,2588,195,2026-06-17 10:23:27,Completed,3674.8,0,0,3674.8,Wallet
302,5846,131,2026-05-11 19:17:24,Completed,3308.54,0,0,3308.54,Card
303,8990,149,2026-06-21 08:02:16,Completed,1891.2,0,20,1871.2,UPI
304,303,170,2026-06-04 22:41:28,Completed,404.27,20,50,374.27,UPI
305,3456,128,2026-04-03 07:45:24,Payment Failed,3466.06,0,0,3466.06,Cash
306,451,300,2026-06-30 10:51:31,Completed,804.05,0,50,754.05,Wallet
307,6383,148,2026-06-07 14:56:25,Cancelled,3693.55,0,0,3693.55,UPI
308,3681,195,2026-04-20 12:10:48,Payment Failed,2583.88,0,0,2583.88,UPI
309,5956,10,2026-06-18 19:53:15,Completed,2432.52,0,30,2402.52,Cash
310,104,250,2026-06-16 15:44:28,Completed,1771.59,0,0,1771.59,Cash
311,6046,171,2026-06-06 19:05:53,Payment Failed,576.3,60,0,636.3,Wallet
312,163,51,2026-06-29 22:51:24,Completed,2722.42,0,50,2672.42,Cash
313,2459,172,2026-06-08 08:55:44,Completed,734.16,0,0,734.16,Card
314,1013,273,2026-06-19 15:21:40,Completed,1978.62,0,0,1978.62,Card
315,161,122,2026-05-12 08:05:35,Completed,360.58,50,50,360.58,Cash
316,6449,157,2026-05-17 22:59:11,Completed,498.06,40,0,538.06,Card
317,8460,137,2026-06-30 10:03:06,Payment Failed,2857.35,0,0,2857.35,Wallet
318,449,181,2026-05-19 09:54:22,Completed,1006.45,0,0,1006.45,Cash
319,4546,239,2026-05-21 09:35:12,Completed,2637.0,0,0,2637.0,Card
320,1219,51,2026-05-28 22:10:17,Completed,1545.39,0,0,1545.39,Cash
321,1866,197,2026-06-28 07:33:31,Payment Failed,886.81,0,30,856.81,Card
322,975,160,2026-05-14 08:47:14,Completed,1142.03,0,0,1142.03,Cash
323,9426,77,2026-05-15 07:44:16,Completed,1189.42,0,0,1189.42,Card
324,7867,27,2026-06-22 20:46:04,Completed,455.85,50,75,430.85,Wallet
325,1299,20,2026-05-23 20:10:06,Completed,2012.64,0,75,1937.64,UPI
326,9457,108,2026-06-28 15:53:04,Cancelled,2479.18,0,0,2479.18,Cash
327,3789,41,2026-04-14 21:09:36,Completed,989.91,0,0,989.91,UPI
328,4959,67,2026-06-16 23:30:42,Completed,4881.86,0,75,4806.86,Cash
329,7484,17,2026-06-16 23:50:23,Completed,1983.59,0,0,1983.59,UPI
330,3700,56,2026-06-25 21:40:41,Completed,2547.41,0,0,2547.41,Card
331,3653,96,2026-03-31 15:02:11,Completed,872.35,0,0,872.35,Card
