order_item_id,order_id,item_id,quantity,price
641,260,2840,1,363.42
642,261,4030,3,623.79
643,261,1930,2,219.62
644,261,4330,1,322.98
645,262,1664,3,576.0
646,262,4064,2,159.56
647,263,1330,3,119.94
648,263,430,2,264.9
649,264,226,1,438.64
650,264,3526,1,138.14
651,264,2626,2,383.47
652,264,2326,2,578.64
653,265,2684,2,323.6
654,265,3884,3,134.22
655,265,2084,1,325.0
656,266,1276,3,122.77
657,266,2476,1,649.59
658,267,1796,1,123.36
659,267,2996,3,323.9
660,268,3604,2,237.63
661,268,4,3,200.98
662,268,1504,1,303.7
663,269,612,3,324.81
664,269,3912,3,588.27
665,270,3630,1,380.92
666,270,1530,3,249.67
667,271,1228,3,282.4
668,272,35,1,177.29
669,272,4235,2,625.53
670,273,4503,2,170.38
671,273,1803,2,158.2
672,273,2103,2,647.85
673,274,1713,3,578.93
674,274,2313,1,170.27
675,274,2613,1,282.35
676,274,1413,3,85.49
677,275,4258,3,210.27
678,275,4858,3,227.97
679,275,2758,2,179.54
680,276,3434,3,446.14
681,276,3734,1,124.66
682,276,434,2,432.17
683,277,670,2,466.95
684,277,70,1,144.85
685,278,4055,1,403.0
686,278,3155,1,508.9
687,278,455,2,585.79
688,279,4729,1,622.03
689,279,229,2,146.36
690,280,3669,3,123.36
691,280,3369,3,385.71
692,280,4869,1,479.8
693,280,969,1,334.43
694,281,659,1,546.81
695,281,1559,2,208.08
696,281,2759,2,440.68
697,282,550,1,384.92
698,283,3290,3,122.59
699,284,2383,2,401.78
700,284,883,2,464.29
701,284,4483,1,485.75
702,285,1674,3,295.99
703,285,774,3,306.75
704,285,1374,3,521.66
705,286,3596,2,649.02
706,287,3638,3,425.1
707,287,4838,2,622.56
708,288,4410,3,393.68
709,288,2610,2,326.52
710,289,3933,2,283.78
711,289,33,2,519.64
712,289,2733,3,302.57
713,290,3783,2,201.47
714,290,1083,3,301.09
715,290,4083,3,197.6
716,291,4709,3,515.49
717,291,1109,3,191.9
718,291,209,2,561.83
719,291,509,3,339.6
720,292,3163,3,194.82
721,292,2563,2,225.06
722,292,1063,3,316.98
723,293,3550,2,316.28
724,293,2350,2,205.61
725,293,2950,3,412.35
726,294,4752,1,500.02
727,294,3252,3,295.08
728,295,4789,2,211.15
729,295,4189,1,146.43
730,296,3523,2,492.54
731,296,2923,2,96.9
732,296,2023,1,179.99
733,297,4358,2,155.87
734,297,3458,2,361.0
735,297,458,2,200.95
736,297,4958,1,452.24
737,298,3623,1,501.69
738,299,1576,2,558.17
739,299,4876,1,170.58
740,300,857,1,485.66
741,300,3857,1,304.12
742,300,4757,2,473.28
743,301,4395,1,632.86
744,301,195,3,565.44
745,301,495,3,448.54
746,302,3431,2,438.7
747,302,431,3,554.58
748,302,131,3,255.8
749,303,4949,3,517.28
750,303,3749,2,169.68
751,304,2570,1,404.27
752,305,4328,1,621.83
753,305,1628,2,285.41
754,305,428,3,585.41
755,305,2228,2,258.59
756,306,900,2,152.25
757,306,2100,1,499.55
758,307,148,3,564.83
759,307,1048,2,538.95
760,307,1948,2,460.58
761,308,495,3,448.54
762,308,3795,1,153.32
763,308,4095,1,605.49
764,308,4995,1,479.45
765,309,1810,3,446.05
766,309,2710,3,364.79
767,310,4450,1,136.05
768,310,2950,2,412.35
769,310,3550,2,316.28
770,310,1450,2,89.14
771,311,771,1,141.17
772,311,2271,1,435.13
773,312,1251,2,500.45
774,312,951,3,419.61
775,312,1851,3,154.23
776,313,1072,3,244.72
777,314,4773,1,493.5
778,314,4173,3,495.04
779,315,3422,1,360.58
780,316,4957,2,249.03
781,317,1637,2,490.03
782,317,4937,3,477.93
783,317,737,1,443.5
784,318,1381,1,502.93
785,318,4981,3,167.84
786,319,3539,3,144.86
787,319,3839,3,611.27
788,319,1739,1,368.61
789,320,3351,1,604.82
790,320,651,1,218.47
791,320,2451,3,240.7
792,321,2297,2,340.07
793,321,2897,1,206.67
794,322,3460,2,184.51
795,322,1660,1,492.17
796,322,4660,2,140.42
797,323,677,2,246.67
798,323,4877,1,483.27
799,323,3377,1,212.81
800,324,4527,1,455.85
801,325,1820,1,462.96
802,325,1520,3,516.56
803,326,2208,1,516.94
804,326,708,3,184.28
805,326,3108,3,469.8
806,327,1541,2,441.32
807,327,4241,1,107.27
808,328,67,3,472.12
809,328,4867,3,395.59
810,328,3367,2,603.67
811,328,2167,3,357.13
812,329,617,3,252.55
813,329,1817,2,612.97
814,330,3056,3,376.53
815,330,956,2,437.01
816,330,3656,2,271.9
817,331,4896,2,182.91
818,331,3396,1,355.07
819,331,3696,1,151.46
820,332,3200,1,479.7
821,332,2300,2,614.78
822,333,4678,2,538.55
823,333,4978,2,585.09
824,334,1144,3,203.29
825,334,244,1,144.76
826,334,4144,2,559.74
827,335,3432,3,88.89
828,336,3822,3,519.74
829,336,1422,1,488.99
830,336,4122,1,322.91
831,337,2977,1,404.53
832,337,877,2,246.95
833,337,1777,2,328.52
834,338,4597,3,435.72
835,338,1897,1,266.11
836,338,3397,3,427.79
837,339,3539,1,144.86
838,339,4439,1,116.77
839,340,2265,2,475.56
840,340,3465,1,107.4
841,341,538,3,353.84
842,341,1438,2,383.38
843,341,1138,1,347.52
844,342,3506,3,124.62
845,342,1706,1,135.94
846,343,2526,2,104.83
847,343,2826,2,298.11
848,343,126,3,283.38
849,344,153,1,100.44
850,344,753,3,428.77
851,345,1555,1,387.9
852,345,355,2,309.05
853,345,3355,2,470.22
854,346,374,3,382.53
855,346,674,2,399.69
856,347,426,3,246.23
857,347,3426,2,470.38
858,347,4626,1,452.74
859,347,4926,2,610.7
860,348,2718,1,402.79
861,348,618,1,577.43
862,348,1818,1,412.71
863,349,188,1,446.41
864,349,1688,3,198.32
865,349,1088,1,122.09
866,349,4688,2,270.8
867,350,248,2,173.27
868,350,848,1,228.9
869,351,2307,1,178.22
870,351,4407,1,406.19
871,352,3827,2,87.2
872,352,4727,2,273.87
873,352,4127,3,218.34
874,353,93,2,600.36
875,354,364,1,185.68
876,354,964,3,642.76
877,354,4264,3,384.38
878,355,432,3,445.05
879,355,4632,3,384.29
880,356,437,1,628.64
881,356,4637,3,265.75
882,357,3087,2,575.98
883,357,3387,3,126.78
884,357,4587,1,257.98
885,357,1287,1,470.62
886,358,175,2,353.89
887,358,775,1,605.88
888,358,3175,3,380.38
889,358,4675,1,257.3
890,359,2838,3,368.54
891,360,3194,3,304.93
892,360,3794,3,422.56
893,360,3494,2,289.35
894,361,3074,3,197.42
895,361,1274,1,154.15
896,361,674,2,399.69
897,362,1115,3,518.98
898,362,815,1,469.59
899,363,1466,1,480.39
900,363,4766,3,499.5
901,363,4166,3,393.38
902,364,4410,1,393.68
903,364,810,3,444.02
904,364,1110,3,360.33
905,365,4549,1,175.49
906,365,3349,3,103.22
907,366,3242,2,496.36
908,366,542,1,340.13
909,366,1742,2,266.29
910,367,2949,3,241.61
911,367,2649,1,402.14
912,367,3849,2,301.02
913,367,2049,2,523.07
914,368,2165,3,186.04
915,368,4565,2,87.7
916,368,1565,3,547.47
917,369,3159,2,212.48
918,369,2859,2,491.14
919,370,4669,1,266.42
920,370,4069,3,375.74
921,370,3469,3,630.24
922,370,2569,2,108.41
923,371,28,2,531.21
924,371,1528,2,352.22
925,372,2222,3,180.6
926,372,3722,1,341.3
927,373,2756,2,477.84
928,373,3656,2,271.9
929,373,56,1,477.06
930,374,1178,2,573.03
931,374,2078,1,531.99
932,375,4099,1,232.71
933,375,1699,1,263.94
934,376,366,1,130.37
935,377,1103,3,537.58
936,377,4103,2,410.15
937,377,2903,3,630.51
938,378,1972,2,230.22
939,378,772,2,366.21
940,379,539,2,114.72
941,379,4739,1,647.01
942,379,4139,2,91.95
943,380,3280,1,551.64
944,380,4180,2,83.06
945,381,148,1,564.83
946,381,448,1,603.23
947,382,3607,2,105.86
948,382,307,1,128.93
949,382,3907,3,551.05
950,382,4507,2,238.19
951,383,4228,1,649.25
952,383,3628,2,158.79
953,383,4828,1,178.49
954,384,2533,1,624.94
955,384,733,3,433.77
956,384,433,1,642.07
957,385,3579,2,200.12
958,385,2079,1,563.1
959,386,2136,2,629.06
960,387,2870,3,140.14
961,387,770,1,486.68
962,388,4314,1,140.13
963,388,3714,2,249.07
964,389,1200,1,192.07
965,389,600,3,595.57
966,390,1237,2,560.16
967,390,637,1,124.51
968,390,3337,3,142.17
969,390,2737,3,602.08
970,391,4156,2,291.57
971,391,2656,3,585.14
972,392,2873,3,649.89
973,392,773,2,480.19
974,392,1373,1,413.47
975,392,1673,3,419.28
976,393,1517,3,114.3
977,393,2417,3,547.76
978,393,3917,2,112.09
979,393,617,3,252.55
980,394,2085,2,346.71
981,394,3885,2,633.55
982,394,3285,2,423.42
983,395,3558,3,495.86
984,395,858,1,436.6
985,395,4158,3,189.65
986,395,4458,3,408.24
987,396,4141,3,346.4
988,396,2041,3,267.71
989,396,241,3,134.84
990,397,1608,2,551.19
991,397,4908,3,496.58
992,398,613,3,546.38
993,399,2611,1,291.23
994,399,811,2,636.7
995,400,1964,2,346.24
996,400,164,2,219.22
997,400,464,3,146.0
998,401,4067,2,365.28
999,401,3767,2,215.44
1000,401,4367,3,558.87
1001,402,368,2,219.28
1002,402,968,1,572.52
1003,403,1878,3,445.14
1004,403,978,2,481.12
1005,404,3175,1,380.38
1006,404,2575,1,282.73
1007,404,4075,3,583.57
1008,405,4205,3,168.06
1009,405,3605,3,502.82
1010,405,3305,3,381.81
1011,405,305,1,621.12
1012,406,1139,2,297.63
1013,406,2639,1,465.66
1014,407,934,1,130.41
1015,407,3934,2,440.53
1016,407,4534,2,83.31
1017,407,2134,2,363.95
1018,408,3522,1,615.99
1019,409,3334,1,154.54
1020,410,4548,2,414.86
1021,410,4848,3,270.19
1022,410,948,1,249.66
1023,411,3716,3,148.19
1024,412,3644,3,274.7
1025,412,1844,3,268.39
1026,413,3575,1,100.59
1027,413,2375,1,393.57
1028,413,275,2,208.24
1029,414,1873,1,344.28
1030,414,373,3,315.77
1031,415,3922,1,516.07
1032,415,1222,1,405.68
1033,415,4222,2,323.67
1034,415,2722,3,240.52
1035,416,3502,3,647.29
1036,416,1102,2,588.2
1037,416,802,1,582.65
1038,417,3494,1,289.35
1039,417,4694,1,532.67
1040,417,1094,2,154.5
1041,418,3716,3,148.19
1042,418,1316,2,337.45
1043,419,722,2,200.99
1044,419,4922,1,247.47
1045,420,1620,2,544.75
1046,420,1920,3,598.93
1047,420,2820,2,341.88
1048,421,1515,2,476.37
1049,421,2415,1,562.53
1050,422,349,3,416.0
1051,422,4849,1,171.79
1052,423,1120,1,358.35
1053,423,2620,2,238.17
1054,423,220,1,162.73
1055,424,2941,3,323.13
1056,424,1741,1,466.68
1057,424,241,2,134.84
1058,425,2863,2,402.92
1059,425,4063,2,145.4
1060,425,3163,3,194.82
1061,426,3972,2,123.31
1062,427,2759,1,440.68
1063,427,359,1,580.34
1064,427,1859,2,437.43
1065,427,4259,2,118.06
1066,428,948,2,249.66
1067,428,4848,1,270.19
1068,428,3348,2,506.31
1069,429,4678,1,538.55
1070,429,1678,1,153.43
1071,429,3478,1,169.11
1072,430,1535,3,629.54
1073,430,3335,2,514.29
1074,431,4670,1,144.96
1075,432,4120,1,513.28
1076,432,4420,2,251.02
1077,433,694,3,249.79
1078,433,3994,2,401.74
1079,434,714,3,170.25
1080,434,2214,2,364.44
1081,434,1914,2,406.94
1082,435,4227,3,290.37
1083,435,927,1,255.7
1084,436,1196,2,205.69
